Date,Open,High,Low,Close,Adj Close,Volume
2019-03-11,164.100006,166.949997,163.679993,165.600006,165.600006,4051600
2019-03-12,165.990005,166.759995,164.529999,164.830002,164.830002,4723500
2019-03-13,166.100006,168.919998,165.190002,166.830002,166.830002,3855100
2019-03-14,167.179993,167.330002,164.600006,165.169998,165.169998,3762100
2019-03-15,164.490005,166.610001,164.210007,165.000000,165.000000,9732400
2019-03-18,165.000000,167.570007,164.619995,166.240005,166.240005,4071700
2019-03-19,165.869995,165.929993,160.309998,160.750000,160.750000,5728000
2019-03-20,161.110001,162.429993,160.160004,161.000000,161.000000,3802400
2019-03-21,159.919998,163.270004,159.500000,162.610001,162.610001,3316700
2019-03-22,162.089996,162.440002,160.059998,160.619995,160.619995,3556700
2019-03-25,160.710007,163.699997,160.600006,161.500000,161.500000,3137200
2019-03-26,163.059998,163.059998,160.259995,161.809998,161.809998,2628200
2019-03-27,161.690002,163.600006,161.500000,163.009995,163.009995,2871900
2019-03-28,163.759995,165.479996,163.759995,165.199997,165.199997,2829600
2019-03-29,166.179993,168.139999,165.809998,167.199997,167.199997,3646900
2019-04-01,168.940002,171.270004,168.529999,170.919998,170.919998,3372000
2019-04-02,170.669998,171.289993,169.130005,169.779999,169.779999,2259900
2019-04-03,170.360001,171.020004,168.940002,169.610001,169.610001,2669100
2019-04-04,169.279999,170.169998,168.309998,168.789993,168.789993,2788600
2019-04-05,169.160004,169.990005,168.509995,168.720001,168.720001,2214400
2019-04-08,168.419998,168.809998,167.380005,168.690002,168.690002,2580800
2019-04-09,167.559998,167.559998,165.770004,166.089996,166.089996,3025000
2019-04-10,166.860001,167.289993,164.970001,166.350006,166.350006,3551500
2019-04-11,166.600006,167.029999,165.259995,166.669998,166.669998,2378400
2019-04-12,167.789993,169.639999,167.000000,169.500000,169.500000,3091700
2019-04-15,169.500000,170.240005,167.009995,167.630005,167.630005,3052600
2019-04-16,167.779999,168.350006,166.940002,167.979996,167.979996,2361400
2019-04-17,171.110001,172.289993,168.669998,169.279999,169.279999,5437200
2019-04-18,175.199997,177.770004,174.600006,176.660004,176.660004,8684600
2019-04-22,176.710007,179.550003,176.119995,177.720001,177.720001,4969700
2019-04-23,177.250000,177.479996,175.339996,176.729996,176.729996,3284900
2019-04-24,177.539993,179.100006,176.729996,176.839996,176.839996,2859000
2019-04-25,175.139999,177.139999,174.139999,175.490005,175.490005,2199900
2019-04-26,175.559998,177.259995,175.130005,177.220001,177.220001,2234100
2019-04-29,177.070007,177.750000,176.320007,176.410004,176.410004,1836400
2019-04-30,176.080002,177.660004,174.860001,177.039993,177.039993,2444100
2019-05-01,177.009995,178.020004,175.050003,175.360001,175.360001,2601300
2019-05-02,174.559998,175.970001,173.809998,175.889999,175.889999,2313300
2019-05-03,177.889999,180.020004,177.539993,179.199997,179.199997,2729500
2019-05-06,176.250000,179.630005,175.679993,177.160004,177.160004,2706000
2019-05-07,174.839996,175.720001,172.330002,174.750000,174.750000,4547300
2019-05-08,174.880005,177.169998,174.539993,175.580002,175.580002,2314500
2019-05-09,174.000000,176.050003,172.710007,175.630005,175.630005,2138400
2019-05-10,174.330002,176.259995,171.809998,175.919998,175.919998,2659600
2019-05-13,172.380005,173.369995,170.130005,171.789993,171.789993,3649500
